atmosphere,city,cleanliness,country,description,distance,facilities,free,kind,location,name,price,rating,rating_cat,reviews,security,staff,value_for_money
8.3,Hanoi,9.1,Vietnam,"As the first 'poshtel' (posh hostel) in Hanoi, we bring an unconventional experience, not a motel, not a luxury hotel - providing you a pleasant stay as a place to rest so that you can enjoy your journey and recharge for your next destinations. Our hostels are posh, with attentive design that caters needs of our guests. It is everything we want in a hostel: a nice place to rest, clean and a good night sleep that is very affordable, nice balcony and an hidden gem rooftop for chilling, also a great bar in house with craft beer and local cocktails. You will find our bunker bed with 5-star-quality linen, soft topper & double pillows (yes TWO for your craving of fluffily soft surrounding), private curtains and noise-reduced wall.  Here at Backy we offer female dorm and mixed dorm. Hair-dryer, shampoo and bath cream are available in each bathroom. In-house tea and coffee are free for self-serve whole day. Shared kitchen with cooking amenities are available for you 24/24h. Stay with us, you also have chances to join our free events every week as Cooking class, Family Dinner, Walking & Local Food tour, Vietnamese Class, Explore Local Street beer,... with our enthusiasm staffs. Location is in the Old Quarter, you easy to walk to many bars & restaurants, coffee shops. It takes about 10 mins walk to bar streets, 15 mins to Hoan Kiem Lake. Guests who stay with us also are provided with: - Free Wi-Fi everywhere - Breakfast included (We offer a great breakfast with cereals, toast, fresh local fruits, tea, coffee and juice). - Personal lockers with each bed for your valuables. -Free towels, slippers in house. - Free Luggage Storage after check-out are available. -Co-working Space -10% off all drinks at Saint Giong Bar (at G-floor) - Female only Dorms. -We only accept bookings less than 20 days. - Free tour information - Airport pickups upon request.  View House Rules  ",0.4,8.9,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Towels Included, Air Conditioning, Bicycle Parking, Book Exchange, Cable TV, Card Phones, Ceiling Fan, Children's Play Area, Common Room, Cooker, Dryer, Fridge/Freezer, Hair Dryers, Hot Showers, Iron / Ironing Board, Key Card Access, Meeting Rooms, Microwave, Outdoor Terrace, Reading Light, Safe Deposit Box, Security Lockers, Self-Catering Facilities, Utensils, Washing Machine, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Direct Dial Telephone, Fax Service, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Postal Service, Reception (limited hours), Shuttle Bus, Tours/Travel Desk, Bar, Cafe, Tea & Coffee Making Facilities, Vending Machines, Board Games, Wi-Fi",Hostel,9.5,Backy Poshtel,US$5.57,9.1,Superb,135,9.4,9.2,9.4
8.1,Hanoi,9.3,Vietnam,"Centrally & ideally located! Our rooms are overlooked the centre part of Hanoi Old Quarter or Hoan Kiem lake. Within 3 minutes on foot to attractive sights as Hoan Kiem Lake,  the Water Puppet Theatre and Ngoc Son temple, walking distance to Ho Chi Minh Mausoleum and the Temple Of Literature. The most convenience to go to the bars, restaurants and banks...  Typically breakfast is included and served daily at our nicely decorated restaurant.  All the rooms are private, equiped fully and comfortably furnitures. Our offers for all our Guests: daily complimentary breakfast, in room setted up tea, coffee, snack, mineral water. Fruit and drinks are served all day.  Reception is open 24 hours with fluently English speaking team. A front desk opened and staffed 24/7. Daily housekeeping included in the room rate. Private bathroom for each unit. ***Property Policies and Conditions*** Check-in: 13:00-23:00 Check-out: Before 12:00 noon Earlier check-in is possible with free of charge and upon availability. If you prefer earlier check in for sure, we recommend you reserving the room from the prior night. The free luggage storage room is available at our hotel. Cancellation Policy: - If canceled up to 3 days (72 hours) before date of arrival, no fee will be charged. - If canceled later than 3 days (72 hours)  or in case of no show, 100% deposit will be charged. Payment: Visa Card, Master Card are accepted with 3% service charge. Children and Extra beds: Children under 5 years old stay for free if sharing the bed with adults. Children aged 5 or over must use an extra bed. An extra bed is available 8USD/bed. In case your booking via any website and do not either register for children aged five years or older or request for extra beds, please follow the Hotel’s Children Policy when you check in. Please avoid scams: It may happen on the way to our hotel. There are some people who will come to you and convince to take you to a 'second hotel' which is not ours by saying our hotel is fully booked. Please do not follow them and make your right way to our hotel at 32 Hang Vai Street to avoid being taken to a wrong hotel.  View House Rules  ",0.9,8.9,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Towels Included, Adaptors, Air Conditioning, Book Exchange, Cable TV, Ceiling Fan, Elevator, Hair Dryers, Iron / Ironing Board, Parking, Safe Deposit Box, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Late check-out, Luggage Storage, Postal Service, Reception (limited hours), Shuttle Bus, Tours/Travel Desk, Wake-up calls, Restaurant, Tea & Coffee Making Facilities, Wi-Fi",Hostel,9.7,Hanoi Old Quarter Hostel,US$9.12,9.3,Superb,513,9.6,9.9,9.4
8.9,Hanoi,9.1,Vietnam,"Our stunning mansion boasts an outdoor SWIMMING POOL allowing our guests to chill out and escape the tropical heat and chaos of Vietnam’s capital. The complex has plenty of common areas & social space. We host regular bar & poolside events featuring live bands, DJ’s, along with regular BBQ's & plenty of games such as beer pong, quiz nights, comedy nights... We are located within the “Westlake” area of Hanoi which provides a relaxed, safe environment for guests – with bars, restaurants, and entertainment just seconds from the hostel,  whilst only being a short inexpensive Grab bike or car (from $1) away from Hanoi’s famously chaotic Old Quarter. We provide FREE  BREAKFAST & a tea or coffee for all our guests every morning. Our mixed dorm rooms are spacious, EN-SUITE and 24/7 A/C (air-conditioned or heated). All beds have personal multi country CHARGING POINTS including 2 x USB ports & READING LIGHTS as well as big, super comfy MEMORY FOAM MATTRESSES and secure digital ELECTRONIC LOCKERS and room KEY CARDS. We have a FULLY STOCKED BAR servicing the pool area and our IN-HOUSE RESTAURANT; serving up HOME COMFORT food and classic VIETNAMESE DISHES and can provide WATER REFILLS from our filtered water tap. Our in-house facilities include our own TRAVEL DESK – offering the best handpicked tours of northern Vietnam – including Ha Long Bay, Sapa, the Northern Loop and Phong Nga. We also extend and arrange visas, plus  train, bus and onward travel. We also offer a LAUNDRY SERVICE as well as TOWEL and HAIR DRYER rentals & our very own unique American war Jeep city and lake tours or join us on the west lake cycling loop and explore a different side of hanoi. We are within convenient reach of the airport and the main train and bus stations in the city. --- 5 - 10 min drive to & from the Old Quarter - ‘Grab’ bike or car from only $1 --- 30 min drive from or to the airport - Transfers can be arranged, please contact us directly to arrange this. Bicycles are available to hire – with many guests opting to cycle the entire 12km around West Lake. Things to note - Reception working hours - 6am to 10pm - Kitchen working hours - 12noon to 8pm - Bar working hours -  6am till late - Night security working hours - 10pm to 6am If you have any issues at all during your stay, please speak with a manger so we can fix it! 7Fridays West Lake Hostel - Get that Friday feeling every single day! Terms and Conditions: Free Cancellation: 24 hours before the arrival Check in - From 2pm Check out - Before 11am Payment on Arrival: Cash Only All Taxes Included & No hidden extras All rooms are non-smoking, however we have covered smoking areas Age Restriction:18 yrs+ No outside alcohol or food allowed  View House Rules  ",4.4,9.0,"Free Breakfast, Free Internet Access, Free Parking, Free WiFi, Linen Included, Adaptors, Air Conditioning, BBQ, Bicycle Parking, Cable TV, Dryer, Hair Dryers For Hire, Hot Showers, Iron / Ironing Board, Key Card Access, Outdoor Swimming Pool, Parking, Reading Light, Security Lockers, Swimming Pool, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Late check-out, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Restaurant, Wi-Fi",Hostel,8.5,7 Fridays Hostel,US$7.09,9.1,Superb,358,9.6,9.2,9.1
8.1,Hanoi,9.6,Vietnam,"Hanoi Culture Hostel is conveniently located at centre of Hanoi Old Quarter, 7 minutes on foot from Hoan Kiem Lake, Thang Long Water Puppet theater, nearby Ho Chi Minh Complex, The Temple of Literature and shopping and dining spots like Bat Su Street. It’s surrounded by many Restaurants, Bars and Banks. Cozy, comfort and accommodating, we offer Vietnamese cultural style decorated . Internet with computer at lobby and hotel-wide WIFI coverage ensure effortless connectivity for entertainment, family contact, and work. Accommodations at Hanoi Culture feature hardwood floors and air-conditioning. All rooms come with bathroom ensuite, Laptop support at the reception desk, cable flat-screen TV, drinking maker, free Wifi connection, Mini bar, Telephone, Wadrobe, Dressing table, Tea/Coffee maker, Working Desk. Restaurant is available for your daily complimentary breakfast. Welcome drink is offered upon your arrival. Select rooms feature a private balcony. Property facilities include a 24-hour front desk and a tour desk where guests can arrange for day activities to attractions. The hotel features a Vietnamese restaurant which provides local specialties. Room service is available.  View House Rules  ",0.9,9.2,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Towels Included, Adaptors, Air Conditioning, Book Exchange, Cable TV, Card Phones, Hair Dryers, Hot Showers, Iron / Ironing Board, Safe Deposit Box, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Beauty Salon, Bicycle Hire, Concierge, Currency Exchange, Direct Dial Telephone, Express check-in / out, Fax Service, Housekeeping, Internet Access, Internet café, Late check-out, Laundry Facilities, Luggage Storage, Postal Service, Room service (limited hours), Shuttle Bus, Tours/Travel Desk, Towels for hire, Wake-up calls, Café, Mini-Supermarket, Minibar, Restaurant, Tea & Coffee Making Facilities, Wi-Fi",Hotel,9.8,Hanoi Culture Hostel,US$11.38,9.4,Superb,225,9.8,9.6,9.6
8.5,Hanoi,8.5,Vietnam,"Babylon Garden Hostel & Spa is a brand new and the first hostel in Hanoi which have Indoor Swimming Pool, Restaurant & Bar and provide Spa service. Located in the middle egg of Hanoi's Old Quarter, Babylon Garden Inn is brand new hostel with convenient walking distance to local restaurants, street foods vendors and bars street, must visit tourist attraction (Dong Xuan Market, Bach Ma Temple, Old Gate,etc). It features a terrace, privacy bed dorm with curtain and area entertainment : Rooftop bar & Restaurant (happy hours everyday) , Free wifi access all building, Spa, Football table, Library area, Summer Indoor Swimming Pool, Enthusiastic and friendly staff team. We offer both dorms and private rooms, all of which inclusive menu breakfast and air-condition, free towel during the night to ensure you have a comfortable nights’ sleep. Our rooftop bar & restaurant serves up tasty local & some western foods and DAILY happy hours! We have events including beer pong, beer buffet, themed dress-up night and more…!!! Fearture Events: - Happy hours : Free fresh cold beer service in-house guests everyday from 06:30 PM to 07:30 PM on rooftop bar city view, serve food & drink all day - Event everyday: Beer Pong Tournament/ Flip & Stack Up/ Lady Night - Spa Service: Special Promotion for In-House guest (discount up to 45% for some package) We also provide: - 24 Hour Reception with Friendly English speaking Staff - Airport Pick Ups - Visa Invitation Letters - Organise package tours Halong Bay, Sapa, Ninh Binh,etc (with special rate for tour booking online) and provide transportation bus, train, flight ticket We always willing to give you tips & helpful information for your travel needs. Feel free to contact us about for local daily recommendations to full country itinerary planning inclusive a rural countryside adventure in the Ha Giang Loof, Halong Get away trip run by our amazing 5 stars quality party cruise, Sapa Trekking, Ninh Binh etc We look forward to showing you an unforgettable stay in Hanoi!  View House Rules  ",0.8,8.6,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Towels Included, Air Conditioning, Book Exchange, Cable TV, Card Phones, Ceiling Fan, Common Room, Elevator, Hair Dryers, Hot Showers, Hot Tub, Indoor Swimming Pool, Jobs Board, Key Card Access, Outdoor Terrace, Reading Light, Safe Deposit Box, Security Lockers, Swimming Pool, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Bicycle Hire, Currency Exchange, Express check-in / out, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Postal Service, Reception (limited hours), Tours/Travel Desk, Bar, Cafe, Meals Available, Restaurant, Tea & Coffee Making Facilities, Foosball, Nightclub, Wi-Fi",Hostel,9.4,Babylon Garden Hostel,US$6.50,8.9,Fabulous,1348,9.4,9.0,8.8
8.8,Hanoi,9.4,Vietnam,"Situated in the heart of Hanoi’s finest cultural landmark, the Old Quarter – the nest of all the historical legends and the well-reserved area, situated in a stimulating central area of the Old Quarter of Hanoi. It is well recommended for convenient location with very close distance to the main sights: just a 5-minute walk to Hoan Kiem lake, a 10-minute drive to Ho Chi Minh Mausoleum as well as Hanoi train station. Please reach us out at No. 56, Ngo Huyen Street, Hoan Kiem District, Hanoi, Vietnam. ***Property Policies & Conditions: 1. Payment Method upon check in guest can pay by Credit Card or Cash. 2. FREE Cancellation Deadline: 3 Days before check in date. 3. Our property Check In by 14:00 and  Check before 12:00 noon. 4. Our reception opening from 6.00 AM to 23:00 PM. 5. Our hotel will closes at 24.00 PM.  View House Rules  ",0.6,9.3,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Towels Included, Air Conditioning, Cable TV, Card Phones, Hair Dryers, Safe Deposit Box, 24 Hour Security, Airport Transfers, Currency Exchange, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Wake-up calls, Bar, Cafe, Meals Available, Restaurant, Tea & Coffee Making Facilities, Nightclub, Wii",Hostel,9.8,Luxury Backpackers,US$7.00,9.4,Superb,924,9.7,9.6,9.5
8.9,Hanoi,8.3,Vietnam,"Right in the heart of Hanoi’s Old Quarter, our Downtown Hostel is known for its legendary bar, nightly parties and is a constant hive of activity. It is close to delicious street food and happening nightlife. Downtown offers both dorm and private rooms, all of which include breakfast and are air-conditioned during the night to ensure you have a comfortable nights’ sleep. Our restaurant and bar serves up tasty comfort food, local Vietnamese specialties and DAILY happy hours! We have awesome events including quiz nights, beer pong, themed dress-up nights and much much more…!! We also offer: - FREE WIFI - FREE BREAKFAST - FREE computers for guest use - FREE walking tours through the Old Quarter - FREE water re-fills - 24 Hour Reception with English and Vietnamese speaking Staff - Airport Pick Ups - Visa Invitation Letters - Chill-out floor with a pool table, foosball and comfy sofas and bean bags - Large TVs by the bar so you don’t miss out on your favourite sports - Outdoor roof terrace with a great streetscape view - AND of course, our legendary free Nightly Pub Crawl We have awesome travel desk staff who are ready to help with all your travel needs. Feel free to speak to them about anything from local daily recommendations to full country itinerary planning including a visit to our hostels in Hue, and Hoi An; an escape to paradise at our backpacker resort, Ninhvana; a stay in our lively city hostel in Sai Gon; a rural countryside adventure in the North AND of course, we can’t forget to mention that we are the home of the original Castaways Island trip in Ha Long Bay! We look forward to showing you an unforgettable stay in Hanoi! Cheers, The VBH Crew  View House Rules  ",0.7,8.7,"Free Breakfast, Free City Maps, Free City Tour, Free Internet Access, Free WiFi, Linen Included, Air Conditioning, BBQ, Book Exchange, Ceiling Fan, Common Room, Elevator, Hair Dryers For Hire, Hot Showers, Jobs Board, Key Card Access, Outdoor Terrace, Reading Light, Safe Deposit Box, Security Lockers, Towels Not Included, Wheelchair Friendly, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Housekeeping, Internet Access, Late check-out, Luggage Storage, Postal Service, Tours/Travel Desk, Towels for hire, Wake-up calls, Bar, Cafe, Restaurant, Foosball, Games Room, Nightclub, Pool Table, Wi-Fi",Hostel,9.6,Hanoi Vietnam Backpacker Hostels Downtown,US$8.15,8.8,Fabulous,4741,8.8,8.7,8.8
8.7,Hanoi,8.2,Vietnam,"Flipside Hostel is a Kiwi owned and operated hostel in Hanoi and as New Zealanders, we love a bit of adventure!  We have over 8 years of experience in the backpacker/adventure industry in South East Asia. In this time, we have grown to understand that what makes a country so memorable is to have a real mix of nightlife, culture and of course ADVENTURE! It doesn’t matter if you’re looking for a cheap, comfortable, clean dorm bed for you and your friends to rest your weary heads, or if you’re looking for a private room for a slice of peace and luxury that we all need from time to time - we have you covered! And they all come with a yummy free breakfast! On our top level we have a brilliant view of the Hanoi skyline from our awesome rooftop bar. Enjoy the coldest beer in Vietnam and rock out to some banging tunes while you overlook a beautiful sunset and get ready to party the night away with a bunch of like minded travelers before departing on our free nightly pub crawl! ***Property Policies and Conditions*** 1).2 days advance notice for free cancellation. 2).Our check out time is before 11am and check in time is after 1pm. 3).We accept cash payment only upon arrival. At FlipSide Hostel we have check in reception 24 hours a day, 24 hour security and a helpful travel desk open from 6am-10pm. motorbike parking is available right around the corner from the hostel. As we have a variety of private rooms and dorms, we can cater for most types of travelers. As long as you're willing to have a good time, come join us!  View House Rules  ",0.8,8.3,"Free City Maps, Free Internet Access, Free WiFi, Linen Included, Adaptors, Air Conditioning, BBQ, Bicycle Parking, Book Exchange, Cable TV, Card Phones, Ceiling Fan, Common Room, Hair Dryers, Hair Dryers For Hire, Hot Showers, Jobs Board, Key Card Access, Meeting Rooms, Outdoor Terrace, Parking, Reading Light, Safe Deposit Box, Security Lockers, Self-Catering Facilities, Wheelchair Friendly, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Postal Service, Reception (limited hours), Shuttle Bus, Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Mini-Supermarket, Restaurant, Tea & Coffee Making Facilities, Board Games, DVD's, Foosball, Games Room, Nightclub, PlayStation, Pool Table, Wi-Fi, Wii",Hostel,9.6,Flipside Hostel,US$6.00,8.7,Fabulous,1187,9.0,8.9,8.5
8.9,Hanoi,9.5,Vietnam,"Nexy Hostel is conveniently located in the heart of the Old Quarter in Hanoi. Only minutes walk away from attractions such as Hoan Kiem Lake, the Ho Chi Minh Complex, Bia Hoi corner, Night Market and many local spots to eat, our location is just awesome. We have a bar and cafe with great happy hour deals everyday. We also have cosy hangout areas such as a games room, TV room with beanbags, library with free computers and a rooftop. You can easily chill out and make new friends here. Choose from a great selection of rooms, from dorms to private rooms with super comfortable beds. Each of our beds are specifically designed to cater for the needs of the modern traveler. Our beds are fully equipped with their own privacy curtain, electric sockets, reading lamp and complimentary lockers. Guests love our 14 bed mixed dorm. It's our most popular room and never feels like there are 14 people. Guests who stay with Nexy are provided with: - Complimentary Wi-Fi everywhere - Complimentary breakfast. We offer an awesome breakfast with homemade Pho noodle soup, cereals, toast, fresh fruits, tea, coffee and juice - Complimentary linen and towel - Complimentary personal lockers with each bed - Complimentary Luggage Storage - Female only Dorms - Airport pickups - 24 hour reception To get the most out of your stay speak to our travel experts and we will help you plan your stay that will take you to all the hidden treasures this incredible country of Vietnam has to offer. We look forward to giving you a warm welcome at Nexy Hostel in the near future. Team Nexy  View House Rules  ",0.5,9.2,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, Book Exchange, Cable TV, Common Room, Elevator, Hair Dryers, Hot Showers, Iron / Ironing Board, Key Card Access, Outdoor Terrace, Reading Light, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Housekeeping, Internet Access, Laundry Facilities, Luggage Storage, Tours/Travel Desk, Bar, Cafe, Mini-Supermarket, Restaurant, Board Games, Foosball, Games Room, Pool Table, Wi-Fi",Hostel,9.9,Nexy Hostel,US$7.93,9.5,Superb,1906,9.7,9.7,9.3
8.6,Hanoi,8.8,Vietnam,Cocoon Inn Hanoi is a warm and welcoming hostel with the interior quality of a hotel. Find new friends and experience a new way of hostel life in the vibrant city of Hanoi. Everything is designed for your comfort and convenience while still retaining the entertaining and fun atmosphere that only the hostel environment can provide. At our hostel we consider customer service to be of up most importance which is not common practice in Vietnam so you can be sure we will give you the best service around.  View House Rules  ,0.7,8.9,"Free Breakfast, Free City Maps, Free City Tour, Free Internet Access, Free WiFi, Linen Included, Towels Included, Air Conditioning, Book Exchange, Cable TV, Ceiling Fan, Common Room, Elevator, Hair Dryers, Hot Showers, Key Card Access, Outdoor Terrace, Reading Light, Safe Deposit Box, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, Express check-in / out, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Mini-Supermarket, Restaurant, Tea & Coffee Making Facilities, Board Games, Wi-Fi",Hostel,9.8,Cocoon Inn Hanoi,US$8.00,9.1,Superb,1959,9.5,9.3,9.1
9.1,Hanoi,9.4,Vietnam,"'A HOME AWAY FROM HOME' Conveniently located in the heart of Hanoi, Old Quarter View Hanoi Hostel offers 3-star accommodation close to Quan Chuong O street, Dong Xuan Market and Ta Hien Street, very easy to meet people. This is less than 1 km from Thang Long Water Puppet Theater and a 11-minute walk from Ngoc Son Temple. There is a common terrace and lounge with special event 'Free Beer for every day afternoon at 6pm to 6:30pm'. We have bunk beds and different dorms with modern factilities, specially with curtains for each bed. The rooms have big bathrooms with high cleanliness. Some rooms also have a balcony. Wi-Fi is free for all guests. Guests can enjoy a daily continental breakfast at the property and we have a restaurant with a varied menu that can serve you up to 10pm. The staff is available in English at the reception desk and is available 24 hours a day. Along with other great services such as tour information, visa service, transfer service and more. This place is also considered to be the most valuable in Hanoi! You will save more than you would like to stay at other accommodation in this city. SPECIAL OFFER: HALONG BAY TRIP (1 day, 2 days 1 night, 3 days 2 nights,..), SAPA TRIP (2 days 1 night, 3 days 2 nights,...), HA GIANG TRIP (3 days 2 nights, 5 days 4 nights, ...), NINH BINH TRIP (1 day, 2 days 1 night,...), MOC CHAU, MAI CHAU and more. Visa service, Flight/Train/Bus tickets to DONG HOI, HUE, DA NANG, HOI AN, HO CHI MINH CITY, etc… which are highly recommended by previous Guests with best price and quality assurance. Please feel free to contact us anytime or visit our website: http://oldquarterviewhanoihostel.com/ for further information.  View House Rules  ",0.6,9.2,"Free Breakfast, Free City Maps, Free City Tour, Free Internet Access, Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, Book Exchange, Cable TV, Card Phones, Ceiling Fan, Common Room, Dryer, Elevator, Hair Dryers, Hot Showers, Hot Tub, Iron / Ironing Board, Jobs Board, Key Card Access, Meeting Rooms, Outdoor Terrace, Reading Light, Safe Deposit Box, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Bicycle Hire, Currency Exchange, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Towels for hire, Wake-up calls, Bar, Cafe, Meals Available, Mini-Supermarket, Restaurant, Tea & Coffee Making Facilities, Board Games, Foosball, Games Room, Nightclub, Pool Table",Hostel,9.8,Old Quarter View Hanoi Hostel,US$6.00,9.4,Superb,3206,9.6,9.4,9.4
9.0,Hanoi,9.8,Vietnam,"We all welcome you to our hostel! Little Charm Hanoi Hostel- Where the little things mean everything! These are the reasons you need to choose us for your stay in Hanoi: - Location: Ideally located in the center of Hanoi Old Quarter, only a few steps to Hoan Kiem Lake, Ngoc Son Temple and Thang Long Water Puppet, just 1 minute to the night market and Bia Hoi Corner. - Facilities: Little Charm Hanoi Hostel offers a swimming pool - a good place for you to chill out and a restaurant that was designed in Italian style serving you for both lunch and dinner. - Rooms: We have a lot of selections for you from a mixed dorm to only female dorm, we make sure that you will find your favorite type of room and enjoy your vacation. All the dormitory rooms are equipped fully and comfortably facilities with nice style and have air-conditioning, soundproofing and private curtain which certainly bring the best stay in Hanoi. Each bed has a personal reading light, one small multi-function locker which could be used as a table work right on your bed. The big lockers for luggage and the door are both operated by the automated swiper card which absolutely ensures safety to bring peace of mind and satisfaction for the guest. - Breakfast: The breakfast is served at the lobby of the hostel which is a combination of buffer drink, fruit, and A La Cart menu that is a great start for your holiday. - Staff: We are proud to introduce that staff is one of the most appreciated elements at the hostel. The friendly and enthusiastic staff with 24 hours service are always willing to assist the guest with the travel information, bike rental, luggage storage, laundry services. - Tour Service: To get the most out of your stay speak to our travel experts and we will help you plan your stay that will take you to all the hidden treasures this incredible country of Vietnam has to offer. We look forward to giving you a warm welcome at Little CHarm Hanoi Hostel Hostel in the near future. Little Charm Team.  View House Rules  ",0.7,9.5,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, Bicycle Parking, Book Exchange, Cable TV, Card Phones, Common Room, Cots Available, Dryer, Hair Dryers, Hot Showers, Hot Tub, Indoor Swimming Pool, Iron / Ironing Board, Key Card Access, Meeting Rooms, Reading Light, Safe Deposit Box, Security Lockers, Swimming Pool, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Bicycle Hire, Currency Exchange, Express check-in / out, Fax Service, Housekeeping, Internet Access, Internet café, Late check-out, Luggage Storage, Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Mini-Supermarket, Restaurant, Tea & Coffee Making Facilities, Wi-Fi",Hostel,9.8,Little Charm Hanoi Hostel,US$10.00,9.6,Superb,1218,9.7,9.4,9.6
8.9,Hanoi,8.6,Vietnam,"Hanoi Central Backpackers Hostel created by an awesome local guy that brought you Central Backpackers Hostel chain in Vietnam, like no other and you know we have got it right. With all of the same charm and deals to suit the needs of today’s travellers with no hidden costs. Also still cheap for those on a budget and as always we will cater the price to suit your needs.  The amazing things about Central Backpackers Hostel - Old Quarter are first and foremost the nightly great big parties till 11:00pm, lively atmosphere, awesome people you meet, who will be sharing their travelling experiences from all around the world in the communal area over 1 or 10 beers at happy hour and more..! Secondly the brilliant and friendly staff that will go out of their way to ensure your experience is the very best you can have whilst in Hanoi. So the only thing you need to do is ask for whatever you need then we will help you to sort it out. Our travel desk team always be happy to help you out with planing or any tours booking and of course we do highly recommend our Halong Hideaway Tour, Sapa Trek Homestay, other daily tours and settle your onwards transport or get help with visas. Just step into our lobby or contact us in advance. You can also book all of our adventurous packages in advance. We offer both dorm bed with privacy curtain and private room so itsn't matter that you are traveling alone, with partner or even your family we could deal with all you need. We also have 24 hour reception so you can easy to do later check in or early check out. All the HOME COMFORTS you would expect comfy beds,hot showers/baths, clean rooms, fully A/C... We also provide loads of FREE things: - FREE BREAKFAST 7:00AM - 9:30AM - FREE BEER 7:00PM - 8:00PM - FREE Walking tours through the Old Quarter, start every day  at 10:00AM - FREE Pubcralw every night, start at 10:00PM - FREE Wifi  View House Rules  ",0.9,8.7,"Free Breakfast, Free City Maps, Free Internet Access, Free WiFi, Linen Included, Air Conditioning, Book Exchange, Cable TV, Ceiling Fan, Common Room, Elevator, Hair Dryers, Hot Showers, Key Card Access, Reading Light, Security Lockers, 24 Hour Reception, 24 Hour Security, Airport Transfers, Currency Exchange, Housekeeping, Luggage Storage, Postal Service, Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Restaurant",Hostel,9.6,Hanoi Central Backpackers Hostel,US$5.00,9.1,Superb,4404,9.3,9.1,9.2
9.1,Hanoi,9.1,Vietnam,"GOOD BEDS + GOOD VIBES. Built by backpackers, our hostel is the perfect place to meet like minded travelers. A new hostel with a vibrant atmosphere ideal to use as your base while exploring the North of Vietnam. Our beds are designed to provide the maximum comfort and privacy and they all come with high quality bed liners, power sockets, reading light, mini fan, personal locker and a curtain. Socialize when you feel like it, get some privacy the rest of the time. We offer both Private and Shared rooms. All with plenty of natural light, fresh air & equipped with Air Conditioning, Big Windows, KeyCard Access & Lockers. Socialize, play and meet new people at our diverse common areas. We have an awesome bar with pool table, cheap drinks, daily free beer and delicious food, a chill out area where you can surf the internet . We also have a rooftop so come and enjoy spectacular views over the train railways or enjoy our BRAND NEW Cinema Room where you can relax and watch your favourite movies and shows .  View House Rules  ",1.3,9.1,"Free Breakfast, Free City Maps, Free City Tour, Free Internet Access, Free WiFi, Linen Included, Air Conditioning, Book Exchange, Cable TV, Common Room, Elevator, Hot Showers, Key Card Access, Parking, Reading Light, Safe Deposit Box, Security Lockers, Swimming Pool, Towels Not Included, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Housekeeping, Late check-out, Luggage Storage, Tours/Travel Desk, Towels for hire, Bar, Cafe, Meals Available, Restaurant, Tea & Coffee Making Facilities, Games Room, Pool Table, Wi-Fi",Hostel,9.3,Republik Backpackers Hostel,US$5.73,9.3,Superb,1516,9.3,9.6,9.4
